Symbol,Name,MarketCap,Sector,Industry
EAGLU,Double Eagle Acquisition Corp.,0,Finance,Business Services
EAGLW,Double Eagle Acquisition Corp.,0,Finance,Business Services
DRWI,DragonWave Inc,8749495,Public Utilities,Telecommunications Equipment
DRYS,DryShips Inc.,49667802,Transportation,Marine Transportation
DSPG,"DSP Group, Inc.",220548806,Technology,Semiconductors
DLTH,Duluth Holdings Inc.,635536090,Consumer Services,Clothing/Shoe/Accessory Stores
DNKN,"Dunkin&#39; Brands Group, Inc.",5037244448,Consumer Services,Restaurants
DRRX,DURECT Corporation,136378109,Health Care,Major Pharmaceuticals
DXPE,"DXP Enterprises, Inc.",608856791,Capital Goods,Industrial Machinery/Components
DYSL,Dynasil Corporation of America,20352395,Capital Goods,Industrial Machinery/Components
DYNT,Dynatronics Corporation,8958094,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DVAX,Dynavax Technologies Corporation,240797875,Health Care,Major Pharmaceuticals
ETFC,E*TRADE Financial Corporation,9744208400,Finance,Savings Institutions
EBMT,"Eagle Bancorp Montana, Inc.",74322476,Finance,Major Banks
EGBN,"Eagle Bancorp, Inc.",2145203743,Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc.,380359934,Transportation,Marine Transportation
EGRX,"Eagle Pharmaceuticals, Inc.",1206967625,Health Care,Major Pharmaceuticals
EWBC,"East West Bancorp, Inc.",7922012697,Finance,Major Banks
EACQ,Easterly Acquisition Corp.,248750000,Capital Goods,Building Products
EACQU,Easterly Acquisition Corp.,0,Capital Goods,Building Products
EACQW,Easterly Acquisition Corp.,0,Capital Goods,Building Products
EML,Eastern Company (The),119769596,Capital Goods,Industrial Machinery/Components
EVBS,"Eastern Virginia Bankshares, Inc.",141265782,Finance,Major Banks
EVGBC,Eaton Vance NextShares Trust,0,n/a,n/a
EVSTC,Eaton Vance NextShares Trust,0,n/a,n/a
EVLMC,Eaton Vance NextShares Trust II,0,n/a,n/a
EBAY,eBay Inc.,36676817358,Miscellaneous,Business Services
EBAYL,eBay Inc.,0,Miscellaneous,Business Services
EBIX,"Ebix, Inc.",2092391929,Technology,EDP Services
ELON,Echelon Corporation,25039145,Technology,Computer Communications Equipment
ECHO,"Echo Global Logistics, Inc.",613505731,Transportation,Oil Refining/Marketing
SATS,EchoStar Corporation,5071188146,Technology,Radio And Television Broadcasting And Communications Equipment
EEI,"Ecology and Environment, Inc.",42511610,Consumer Services,Military/Government/Technical
ESES,"Eco-Stim Energy Solutions, Inc.",12888554,Energy,Oilfield Services/Equipment
EDAP,EDAP TMS S.A.,82855325,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDGE,"Edge Therapeutics, Inc.",256786681,Health Care,Major Pharmaceuticals
EDGW,"Edgewater Technology, Inc.",84366332,Technology,"Computer Software: Programming, Data Processing"
EDIT,"Editas Medicine, Inc.",807163711,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDUC,Educational Development Corporation,36332319,Consumer Durables,Consumer Specialties
EGAN,eGain Corporation,48789848,Technology,Computer Software: Prepackaged Software
EGLT,Egalet Corporation,125441843,Health Care,Major Pharmaceuticals
EHTH,"eHealth, Inc.",208359792,Finance,Specialty Insurers
EIGR,"Eiger BioPharmaceuticals, Inc.",98190743,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,"Ekso Bionics Holdings, Inc.",72644784,Capital Goods,Industrial Machinery/Components
LOCO,"El Pollo Loco Holdings, Inc.",469380018,Consumer Services,Restaurants
EMITF,Elbit Imaging Ltd.,30421574,Consumer Services,Building operators
ESLT,Elbit Systems Ltd.,5057620701,Capital Goods,Military/Government/Technical
ERI,"Eldorado Resorts, Inc.",857324541,Consumer Services,Hotels/Resorts
ESIO,"Electro Scientific Industries, Inc.",219871940,Miscellaneous,Industrial Machinery/Components
EA,Electronic Arts Inc.,26892997335,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",2145151793,Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",13242532,Capital Goods,Industrial Machinery/Components
ELEC,Electrum Special Acquisition Corporation,250250000,Finance,Business Services
ELECU,Electrum Special Acquisition Corporation,261250000,Finance,Business Services
ELECW,Electrum Special Acquisition Corporation,0,Finance,Business Services
EBIO,"Eleven Biotherapeutics, Inc.",44598599,Health Care,Major Pharmaceuticals
DWAC,Elkhorn Commodity Rotation Strategy ETF,6135049,n/a,n/a
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,2852720,n/a,n/a
ESBK,Elmira Savings Bank NY (The),58833750,Finance,Major Banks
ELTK,Eltek Ltd.,8012782,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,589562022,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,60793352,Finance,Major Banks
EMKR,EMCORE Corporation,247236045,Technology,Semiconductors
EMMS,Emmis Communications Corporation,32106339,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",719695838,Consumer Services,Restaurants
ERS,"Empire Resources, Inc.",41175435,Basic Industries,Metal Fabrications
ENTA,"Enanta Pharmaceuticals, Inc.",547436426,Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,821701963,Finance,Finance Companies
WIRE,Encore Wire Corporation,994303092,Capital Goods,Metal Fabrications
ENDP,Endo International plc,2731233271,Health Care,Major Pharmaceuticals
ECYT,"Endocyte, Inc.",102288727,Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",565346454,Health Care,Medical/Dental Instruments
NDRAU,ENDRA Life Sciences Inc.,0,n/a,n/a
EIGI,"Endurance International Group Holdings, Inc.",1137120640,Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,277971861,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",37122440,Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",457293715,Technology,Industrial Machinery/Components
EXXI,"Energy XXI Gulf Coast, Inc.",963136226,n/a,n/a
ENOC,"EnerNOC, Inc.",169986355,Technology,"Computer Software: Programming, Data Processing"
ENG,ENGlobal Corporation,62387647,Consumer Services,Military/Government/Technical
ENPH,"Enphase Energy, Inc.",91006742,Technology,Semiconductors
ESGR,Enstar Group Limited,3788715957,Finance,Property-Casualty Insurers
ENFC,Entegra Financial Corp.,149077028,Finance,Banks
ENTG,"Entegris, Inc.",2993874197,Consumer Non-Durables,Plastic Products
ENTL,"Entellus Medical, Inc.",294255092,Health Care,Medical/Dental Instruments
ETRM,EnteroMedics Inc.,25072976,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EBTC,Enterprise Bancorp Inc,377207640,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,1033490688,Finance,Major Banks
EGT,Entertainment Gaming Asia Incorporated,25008636,Consumer Durables,Miscellaneous manufacturing industries
ENZY          ,Enzymotec Ltd.,210422312,Consumer Durables,Specialty Chemicals
EPZM,"Epizyme, Inc.",870170520,Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,909840010,Technology,Retail: Computer Software & Peripheral Equipment
EQIX,"Equinix, Inc.",26913425502,Consumer Services,Real Estate Investment Trusts
EQFN,Equitable Financial Corp.,34619067,Finance,Savings Institutions
EQBK,"Equity Bancshares, Inc.",378675585,Finance,Major Banks
ERIC,Ericsson,2059814750,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,6328119825,Finance,Specialty Insurers
ESCA,"Escalade, Incorporated",189567207,Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",704856656,Health Care,Major Pharmaceuticals
ESSA,"ESSA Bancorp, Inc.",180289299,Finance,Banks
EPIX,ESSA Pharma Inc.,64618371,Health Care,Major Pharmaceuticals
ESND,Essendant Inc.,566591322,Consumer Services,Paper
ETSY,"Etsy, Inc.",1177646092,Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,8041445,Consumer Durables,Diversified Electronic Products
EEFT,"Euronet Worldwide, Inc.",4341985080,Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,15066423,Transportation,Marine Transportation
EVEP,"EV Energy Partners, L.P.",77016686,Energy,Oil & Gas Production
EVBG,"Everbridge, Inc.",500881375,n/a,n/a
EVK,"Ever-Glory International Group, Inc.",36969850,Consumer Non-Durables,Apparel
MRAM,"Everspin Technologies, Inc.",112608133,Technology,Semiconductors
EVLV,EVINE Live Inc.,86650935,Consumer Services,Catalog/Specialty Distribution
EVGN,Evogene Ltd.,128826634,Basic Industries,Agricultural Chemicals
EVOK,"Evoke Pharma, Inc.",41497210,Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",54178629,Technology,EDP Services
EXA,Exa Corporation,234950746,Technology,Computer Software: Prepackaged Software
EXAS,Exact Sciences Corporation,2445450195,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXAC,"Exactech, Inc.",347529487,Health Care,Industrial Specialties
EXEL,"Exelixis, Inc.",6713201428,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,124950728,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",1553954917,Miscellaneous,Business Services
EXPE,"Expedia, Inc.",17994983567,Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",10176821302,Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",1497426723,Consumer Services,Professional Services
ESRX,Express Scripts Holding Company,43357437600,Health Care,Medical/Nursing Services
XOG,"Extraction Oil & Gas, Inc.",3093022890,Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",665251121,Technology,Computer Communications Equipment
EYEG,"Eyegate Pharmaceuticals, Inc.",29885858,Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",0,Health Care,Major Pharmaceuticals
EZPW,"EZCORP, Inc.",488628774,Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",9256211127,Technology,Computer Communications Equipment
FB,"Facebook, Inc.",396418739585,Technology,"Computer Software: Programming, Data Processing"
FRP,"FairPoint Communications, Inc.",429117765,Public Utilities,Telecommunications Equipment
FALC,"FalconStor Software, Inc.",26177463,Technology,Computer Software: Prepackaged Software
DAVE,"Famous Dave&#39;s of America, Inc.",39032293,Consumer Services,Restaurants
FANH,Fanhua Inc.,300272785,Finance,Specialty Insurers
FARM,Farmer Brothers Company,549278329,Consumer Non-Durables,Packaged Foods
FFKT,Farmers Capital Bank Corporation,290632588,Finance,Major Banks
FMNB,Farmers National Banc Corp.,377314913,Finance,Major Banks
FARO,"FARO Technologies, Inc.",576321329,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,14983715863,Consumer Services,RETAIL: Building Materials
FATE,"Fate Therapeutics, Inc.",173823325,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",70790746,Finance,Major Banks
FBRC,FBR & Co,127398276,Finance,Investment Bankers/Brokers/Service
FNHC,Federated National Holding Company,290250950,Finance,Property-Casualty Insurers
FHCO,Female Health Company (The),31338249,Basic Industries,Specialty Chemicals
FENX,"Fenix Parts, Inc.",39881043,Consumer Services,Motor Vehicles
GSM,Ferroglobe PLC,1831794711,Capital Goods,Metal Fabrications
FCSC,Fibrocell Science Inc,29021908,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",1670584910,Health Care,Major Pharmaceuticals
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,763983000,n/a,n/a
LION,Fidelity Southern Corporation,615846078,Finance,Major Banks
FDUS,Fidus Investment Corporation,386735007,n/a,n/a
FRGI,"Fiesta Restaurant Group, Inc.",532322842,Consumer Services,Restaurants
FSAM,Fifth Street Asset Management Inc.,259660947,Finance,Investment Managers
FSC,Fifth Street Finance Corp.,617407651,n/a,n/a
FSCFL,Fifth Street Finance Corp.,0,n/a,n/a
FSFR,Fifth Street Senior Floating Rate Corp.,267263586,n/a,n/a
FITB,Fifth Third Bancorp,20904078705,Finance,Major Banks
FITBI,Fifth Third Bancorp,527220000,Finance,Major Banks
FNGN,"Financial Engines, Inc.",2815577809,Finance,Investment Managers
FISI,"Financial Institutions, Inc.",503014800,Finance,Major Banks
FNSR,Finisar Corporation,3816729154,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",34232506,Miscellaneous,Multi-Sector Companies
FNTEU,FinTech Acquisition Corp. II,0,Finance,Business Services
FEYE,"FireEye, Inc.",1963232674,Technology,Computer peripheral equipment
FBNC,First Bancorp,626350214,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",294504620,Finance,Major Banks
FRBA,First Bank,99375759,n/a,n/a
BUSE,First Busey Corporation,1171800195,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",217286290,Finance,Major Banks
FCAP,"First Capital, Inc.",109304828,Finance,Savings Institutions
FCFS,"First Cash, Inc.",2144024561,Consumer Services,Other Specialty Stores
FCNCA,"First Citizens BancShares, Inc.",4384158137,Finance,Major Banks
FCBC,"First Community Bancshares, Inc.",469040141,Finance,Major Banks
FCCO,First Community Corporation,139428994,Finance,Major Banks
FCFP,"First Community Financial Partners, Inc.",227602914,Finance,Major Banks
FBNK,"First Connecticut Bancorp, Inc.",383134522,Finance,Banks
FDEF,First Defiance Financial Corp.,447802550,Finance,Savings Institutions
FFBC,First Financial Bancorp.,1726635917,Finance,Major Banks
FFBCW,First Financial Bancorp.,0,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",2912833649,Finance,Major Banks
THFF,First Financial Corporation Indiana,580041081,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",221390200,Finance,Major Banks
FFWM,First Foundation Inc.,522485056,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",188327552,Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",4451027863,Finance,Major Banks
INBK,First Internet Bancorp,203086868,Finance,Major Banks
INBKL,First Internet Bancorp,0,Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",1963272580,Finance,Major Banks
FRME,First Merchants Corporation,1641008277,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",420813066,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",2512946353,Finance,Major Banks
FNBC,First NBC Bank Holding Company,83654463,Finance,Major Banks
FNWB,First Northwest Bancorp,187656926,Finance,Banks
FSFG,"First Savings Financial Group, Inc.",107151267,Finance,Savings Institutions
FSLR,"First Solar, Inc.",3600986756,Technology,Semiconductors
FSBK,First South Bancorp Inc,110710942,Finance,Major Banks
FAAR,First Trust Alternative Absolute Return Strategy ETF,2887058,n/a,n/a
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,37500060,n/a,n/a
BICK,First Trust BICK Index Fund,8403548,n/a,n/a
FBZ,First Trust Brazil AlphaDEX Fund,137357533,n/a,n/a
FCAN,First Trust Canada AlphaDEX Fund,19080848,n/a,n/a
FTCS,First Trust Capital Strength ETF,362461087,n/a,n/a
FCEF,First Trust CEF Income Opportunity ETF,17894381,n/a,n/a
FCA,First Trust China AlphaDEX Fund,4349103,n/a,n/a
SKYY,First Trust Cloud Computing ETF,742755076,n/a,n/a
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,180451190,n/a,n/a
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,7038070,n/a,n/a
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,280736045,n/a,n/a
FV,First Trust Dorsey Wright Focus 5 ETF,2596746049,n/a,n/a
IFV,First Trust Dorsey Wright International Focus 5 ETF,467532038,n/a,n/a
FEM,First Trust Emerging Markets AlphaDEX Fund,185168045,n/a,n/a
FEMB,First Trust Emerging Markets Local Currency Bond ETF,24768023,n/a,n/a
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,129027571,n/a,n/a
FTSM,First Trust Enhanced Short Maturity ETF,614880943,n/a,n/a
FEP,First Trust Europe AlphaDEX Fund,253626062,n/a,n/a
FEUZ,First Trust Eurozone AlphaDEX ETF,6820068,n/a,n/a
FGM,First Trust Germany AlphaDEX Fund,119660077,n/a,n/a
FTGC,First Trust Global Tactical Commodity Strategy Fund,140287747,n/a,n/a
FTHI,First Trust High Income ETF,45415417,n/a,n/a
HYLS,First Trust High Yield Long/Short ETF,1159366598,n/a,n/a
FHK,First Trust Hong Kong AlphaDEX Fund,8792570,n/a,n/a
FTAG,First Trust Indxx Global Agriculture ETF,4635383,n/a,n/a
FTRI,First Trust Indxx Global Natural Resources Income ETF,10192523,n/a,n/a
FPXI,First Trust International IPO ETF,1377055,n/a,n/a
YDIV,First Trust International Multi-Asset Diversified Income Index,9262034,n/a,n/a
FJP,First Trust Japan AlphaDEX Fund,50510101,n/a,n/a
FEX,First Trust Large Cap Core AlphaDEX Fund,1565905604,n/a,n/a
FTC,First Trust Large Cap Growth AlphaDEX Fund,613139605,n/a,n/a
FTA,First Trust Large Cap Value AlphaDEX Fund,1013376100,n/a,n/a
FLN,First Trust Latin America AlphaDEX Fund,149703043,n/a,n/a
FTLB,First Trust Low Beta Income ETF,5302267,n/a,n/a
LMBS,First Trust Low Duration Opportunities ETF,427220104,n/a,n/a
FMB,First Trust Managed Municipal ETF,92304103,n/a,n/a
FMK,First Trust Mega Cap AlphaDEX Fund,16494560,n/a,n/a
FNX,First Trust Mid Cap Core AlphaDEX Fund,758144118,n/a,n/a
FNY,First Trust Mid Cap Growth AlphaDEX Fund,92152292,n/a,n/a
FNK,First Trust Mid Cap Value AlphaDEX Fund,76725068,n/a,n/a
FAD,First Trust Multi Cap Growth AlphaDEX Fund,92591347,n/a,n/a
FAB,First Trust Multi Cap Value AlphaDEX Fund,118039605,n/a,n/a
MDIV,First Trust Multi-Asset Diversified Income Index Fund,880768039,n/a,n/a
MCEF,First Trust Municipal CEF Income Opportunity ETF,7372677,n/a,n/a
QABA,First Trust NASDAQ ABA Community Bank Index Fund,491730106,n/a,n/a
FTXO,First Trust Nasdaq Bank ETF,26435611,n/a,n/a
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,55418413,n/a,n/a
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,22363081,n/a,n/a
CIBR,First Trust NASDAQ Cybersecurity ETF,189720042,n/a,n/a
FTXG,First Trust Nasdaq Food & Beverage ETF,5160016,n/a,n/a
CARZ,First Trust NASDAQ Global Auto Index Fund,18180073,n/a,n/a
FTXN,First Trust Nasdaq Oil & Gas ETF,2119042,n/a,n/a
FTXH,First Trust Nasdaq Pharmaceuticals ETF,2016380,n/a,n/a
FTXD,First Trust Nasdaq Retail ETF,1983540,n/a,n/a
FTXL,First Trust Nasdaq Semiconductor ETF,9689208,n/a,n/a
FONE,First Trust NASDAQ Smartphone Index Fund,11252665,n/a,n/a
TDIV,First Trust NASDAQ Technology Dividend Index Fund,696678300,n/a,n/a
FTXR,First Trust Nasdaq Transportation ETF,2390048,n/a,n/a
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,455769102,n/a,n/a
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,100104614,n/a,n/a
QTEC,First Trust NASDAQ-100- Technology Index Fund,1829930118,n/a,n/a
AIRR,First Trust RBA American Industrial Renaissance ETF,202105049,n/a,n/a
QINC,First Trust RBA Quality Income ETF,28332047,n/a,n/a
RDVY,First Trust Rising Dividend Achievers ETF,119660554,n/a,n/a
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,8148109,n/a,n/a
RFDI,First Trust RiverFront Dynamic Developed International ETF,93568110,n/a,n/a
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,23508118,n/a,n/a
RFEU,First Trust RiverFront Dynamic Europe ETF,27256209,n/a,n/a
FTSL,First Trust Senior Loan Fund ETF,1127173597,n/a,n/a
FYX,First Trust Small Cap Core AlphaDEX Fund,532837609,n/a,n/a
FYC,First Trust Small Cap Growth AlphaDEX Fund,105864573,n/a,n/a
FYT,First Trust Small Cap Value AlphaDEX Fund,118369569,n/a,n/a
FKO,First Trust South Korea AlphaDEX Fund,4692047,n/a,n/a
FCVT,First Trust SSI Strategic Convertible Securities ETF,25488459,n/a,n/a
FDIV,First Trust Strategic Income ETF,89250102,n/a,n/a
FSZ,First Trust Switzerland AlphaDEX Fund,124459587,n/a,n/a
FTW,First Trust Taiwan AlphaDEX Fund,3371067,n/a,n/a
FIXD,First Trust TCW Opportunistic Fixed Income ETF,50120100,n/a,n/a
TUSA,First Trust Total US Market AlphaDEX ETF,8764948,n/a,n/a
FKU,First Trust United Kingdom AlphaDEX Fund,28823568,n/a,n/a
FUNC,First United Corporation,90931903,Finance,Major Banks
FUSB,"First US Bancshares, Inc.",79768946,Finance,Major Banks
SVVC,"Firsthand Technology Value Fund, Inc.",62715083,n/a,n/a
FSV,FirstService Corporation,1960560886,Finance,Real Estate
FISV,"Fiserv, Inc.",25211264125,Technology,EDP Services
FIVE,"Five Below, Inc.",2142078806,Consumer Services,Department/Specialty Retail Stores
FPRX,"Five Prime Therapeutics, Inc.",1224017378,Health Care,Major Pharmaceuticals
FVE,"Five Star Quality Care, Inc.",113879097,Health Care,Hospital/Nursing Management
FIVN,"Five9, Inc.",876229361,Technology,EDP Services
FLEX,Flex Ltd.,8836498083,Technology,Electrical Products
FLKS,"Flex Pharma, Inc.",75835890,Health Care,Major Pharmaceuticals
FLXN,"Flexion Therapeutics, Inc.",584131831,Health Care,Major Pharmaceuticals
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,40017010,n/a,n/a
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,12515050,n/a,n/a
MBSD,FlexShares Disciplined Duration MBS Index Fund,33586024,n/a,n/a
ASET,FlexShares Real Assets Allocation Index Fund,1971701,n/a,n/a
ESGG,FlexShares STOXX Global ESG Impact Index Fund,8294833,n/a,n/a
ESG,FlexShares STOXX US ESG Impact Index Fund,5606056,n/a,n/a
QLC,FlexShares US Quality Large Cap Index Fund,8886030,n/a,n/a
FPAY,"FlexShopper, Inc.",26177040,Technology,Diversified Commercial Services
FLXS,"Flexsteel Industries, Inc.",403606893,Consumer Durables,Home Furnishings
FLIR,"FLIR Systems, Inc.",4968382138,Capital Goods,Industrial Machinery/Components
FLDM,Fluidigm Corporation,174417659,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Flushing Financial Corporation,812029157,Finance,Major Banks
FOMX,Foamix Pharmaceuticals Ltd.,368542782,Consumer Durables,Specialty Chemicals
FOGO,"Fogo de Chao, Inc.",386729104,Consumer Services,Restaurants
FONR,Fonar Corporation,114423546,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FH,FORM Holdings Corp.,36035129,Miscellaneous,Multi-Sector Companies
FORM,"FormFactor, Inc.",785320216,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,8000117,Technology,EDP Services
FORR,"Forrester Research, Inc.",672244200,Consumer Services,Diversified Commercial Services
FRTA,"Forterra, Inc.",1284920117,Capital Goods,Building Materials
FTNT,"Fortinet, Inc.",6277872987,Technology,Computer peripheral equipment
FBIO,"Fortress Biotech, Inc.",164220292,Health Care,Major Pharmaceuticals
FWRD,Forward Air Corporation,1463122756,Transportation,Oil Refining/Marketing
FORD,"Forward Industries, Inc.",9561446,Consumer Non-Durables,Plastic Products
FWP,Forward Pharma A/S,312142866,Health Care,Major Pharmaceuticals
FOSL,"Fossil Group, Inc.",838476703,Consumer Non-Durables,Consumer Specialties
FMI,"Foundation Medicine, Inc.",992157474,Health Care,Medical Specialities
FOXF,Fox Factory Holding Corp.,1065288796,Consumer Non-Durables,Motor Vehicles
FRAN,Francesca&#39;s Holdings Corporation,627176286,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,"Franklin Electric Co., Inc.",1961037586,Consumer Durables,Metal Fabrications
FRED,"Fred&#39;s, Inc.",617929968,Consumer Services,Department/Specialty Retail Stores
RAIL,"Freightcar America, Inc.",162859200,Capital Goods,Railroads
FEIM,"Frequency Electronics, Inc.",96462986,Capital Goods,Electrical Products
FRPT,"Freshpet, Inc.",341820916,Consumer Non-Durables,Packaged Foods
FTEO,"FRONTEO, Inc.",974941,n/a,n/a
FTR,Frontier Communications Corporation,3366587490,Public Utilities,Telecommunications Equipment
FTRPR,Frontier Communications Corporation,0,Public Utilities,Telecommunications Equipment
FRPH,"FRP Holdings, Inc.",366819998,Finance,Real Estate
FSBW,"FS Bancorp, Inc.",113813512,Finance,Banks
FSBC,"FSB Bancorp, Inc.",27573911,Finance,Savings Institutions
FTD,"FTD Companies, Inc.",655767260,Consumer Services,Other Consumer Services
FTEK,"Fuel Tech, Inc.",25556178,Capital Goods,Pollution Control Equipment
FCEL,"FuelCell Energy, Inc.",72975803,Miscellaneous,Industrial Machinery/Components
FLGT,"Fulgent Genetics, Inc.",190196515,Health Care,Medical Specialities
FORK,Fuling Global Inc.,50344944,Consumer Non-Durables,Plastic Products
FLL,"Full House Resorts, Inc.",52132116,Consumer Services,Hotels/Resorts
FULT,Fulton Financial Corporation,3342662400,Finance,Major Banks
FNCX,Function(x) Inc.,3487839,Technology,"Computer Software: Programming, Data Processing"
FSNN,"Fusion Telecommunications International, Inc.",25649288,Technology,Computer Software: Prepackaged Software
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2645155,Capital Goods,Specialty Chemicals
GK,"G&K Services, Inc.",1869312997,Consumer Services,Other Consumer Services
WILC,"G. Willi-Food International,  Ltd.",84741843,Consumer Non-Durables,Food Distributors
FOANC,Gabelli NextShares Trust,0,n/a,n/a
MOGLC,Gabelli NextShares Trust,0,n/a,n/a
GAIA,"Gaia, Inc.",133342273,Consumer Services,Movies/Entertainment
GLPG,Galapagos NV,693990884,Health Care,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,54758443,Health Care,Major Pharmaceuticals
GALTU,Galectin Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
GALTW,Galectin Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
GALE,"Galena Biopharma, Inc.",24298700,Health Care,Major Pharmaceuticals
GLMD,Galmed Pharmaceuticals Ltd.,60746130,Health Care,Major Pharmaceuticals
GLPI,"Gaming and Leisure Properties, Inc.",6720942023,Consumer Services,Real Estate Investment Trusts
GPIC,Gaming Partners International Corporation,91178831,Consumer Non-Durables,Recreational Products/Toys
GRMN,Garmin Ltd.,9708759455,Capital Goods,Industrial Machinery/Components
GARS,Garrison Capital Inc.,160654014,n/a,n/a
GDS,GDS Holdings Limited,159562343,Technology,"Computer Software: Programming, Data Processing"
GEMP,Gemphire Therapeutics Inc.,87140397,Health Care,Major Pharmaceuticals
GENC,Gencor Industries Inc.,211340959,Capital Goods,Construction/Ag Equipment/Trucks
GNCMA,"General Communication, Inc.",665693640,Public Utilities,Telecommunications Equipment
GFN,General Finance Corporation,133091048,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,0,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,0,Technology,Diversified Commercial Services
GENE,Genetic Technologies Ltd,14663164,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNUS,"Genius Brands International, Inc.",17031926,Consumer Services,Movies/Entertainment
GNMK,"GenMark Diagnostics, Inc.",576338520,Health Care,Medical/Dental Instruments
GNCA,"Genocea Biosciences, Inc.",139073627,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,"Genomic Health, Inc.",1041874571,Health Care,Medical Specialities
GNTX,Gentex Corporation,6199888509,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,1322472233,Capital Goods,Auto Parts:O.E.M.
GNVC,"GenVec, Inc.",15415225,Health Care,Major Pharmaceuticals
GTWN,"Georgetown Bancorp, Inc.",47679828,Finance,Major Banks
GEOS,Geospace Technologies Corporation,208101427,Capital Goods,Industrial Machinery/Components
